"Name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"ccl_name"	"master_ccl_id"	"ccle_primary_site"	"ccle_primary_hist"	"ccle_hist_subtype_1"	"growth_mode"	"culture_media"	"media_composition"	"snp_fp_status"	"NAPY"	"TNBC"
"D283 Med"	"central_nervous_system: primitive_neuroectodermal_tumour-medulloblastoma"	"Brain_CNS"	"Embryonal Tumor (EMBT)"	"Medulloblastoma (MBL)"	NA	"D283MED"	"193"	"central_nervous_system"	"primitive_neuroectodermal_tumor_medulloblastoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Daoy"	"central_nervous_system: primitive_neuroectodermal_tumour-medulloblastoma"	"Brain_CNS"	"Embryonal Tumor (EMBT)"	"Medulloblastoma (MBL)"	NA	"DAOY"	"202"	"central_nervous_system"	"primitive_neuroectodermal_tumor_medulloblastoma"	NA	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"DBTRG-05MG"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"DBTRG05MG"	"205"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"DK-MG"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"DKMG"	"211"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GAMG"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"GAMG"	"268"	"central_nervous_system"	"glioma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GB-1"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"GB1"	"269"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GI-1"	"central_nervous_system: gliosarcoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Glioblastoma (GB)"	"Gliosarcoma (GSARC)"	"GI1"	"274"	"central_nervous_system"	"glioma"	"gliosarcoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GMS-10"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"GMS10"	"280"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"MEM001"	"\"MEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GOS-3"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"GOS3"	"281"	"central_nervous_system"	"glioma"	"astrocytoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Hs 683"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"HS683"	"409"	"central_nervous_system"	"glioma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KALS-1"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"KALS1"	"514"	"central_nervous_system"	"glioma"	NA	"adherent"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"KG-1-C"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"KG1C"	"530"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"KNS-42"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"KNS42"	"556"	"central_nervous_system"	"glioma"	NA	"adherent"	"MEM001"	"\"MEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KNS-60"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"KNS60"	"557"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"DMEM009"	"\"DMEM, 5% FBS\""	"SNP-matched-reference"	NA	NA
"KNS-81"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"KNS81"	"559"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"DMEM009"	"\"DMEM, 5% FBS\""	"SNP-matched-reference"	NA	NA
"LN-18"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"LN18"	"604"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"DMEM009"	"\"DMEM, 5% FBS\""	"SNP-matched-reference"	NA	NA
"LN-229"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"LN229"	"606"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"DMEM009"	"\"DMEM, 5% FBS\""	"SNP-matched-reference"	NA	NA
"M059K"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"M059K"	"638"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"NMC-G1"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"NMCG1"	"855"	"central_nervous_system"	"glioma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"ONS-76"	"central_nervous_system: primitive_neuroectodermal_tumour-medulloblastoma"	"Brain_CNS"	"Embryonal Tumor (EMBT)"	"Medulloblastoma (MBL)"	NA	"ONS76"	"899"	"central_nervous_system"	"primitive_neuroectodermal_tumor_medulloblastoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SF126"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SF126"	"1015"	"central_nervous_system"	"glioma"	"astrocytoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SF-295"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SF295"	"1018"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-1105"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SNU1105"	"1083"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-201"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SNU201"	"1092"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-466"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SNU466"	"1107"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-489"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SNU489"	"1110"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-626"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SNU626"	"1117"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"SNU-738"	"central_nervous_system: oligodendroglioma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Oligodendroglioma (ODG)"	NA	"SNU738"	"1121"	"central_nervous_system"	"glioma"	"oligodendroglioma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SW 1088"	"central_nervous_system: glioma"	"Brain_CNS"	NA	NA	NA	"SW1088"	"1151"	"central_nervous_system"	"glioma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"SW 1783"	"central_nervous_system: astrocytoma_Grade_III"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"SW1783"	"1159"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_III"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"T98G"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"T98G"	"1177"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TM-31"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"TM31"	"1204"	"central_nervous_system"	"glioma"	"astrocytoma"	"adherent"	"MEM001"	"\"MEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"U-118 MG"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"U118MG"	"1218"	"central_nervous_system"	"glioma"	"astrocytoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"U-251 MG"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"U251MG"	"1223"	"central_nervous_system"	"glioma"	"astrocytoma"	"adherent"	"MEM001"	"\"MEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"U-87 MG"	"central_nervous_system: astrocytoma"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"U87MG"	"1230"	"central_nervous_system"	"glioma"	"astrocytoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"YH-13"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"YH13"	"1282"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"EMEM005"	"\"EMEM, 20% FBS\""	"SNP-matched-reference"	NA	NA
"YKG1"	"central_nervous_system: astrocytoma_Grade_IV"	"Brain_CNS"	"Diffuse Glioma (DIFG)"	"Astrocytoma (ASTR)"	NA	"YKG1"	"1283"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"AN3 CA"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"AN3CA"	"50"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"COLO 684"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"COLO684"	"163"	"endometrium"	"carcinoma"	"adenocarcinoma"	"suspension"	"RPMI007"	"\"RPMI, 10% FBS, 2 mM glutamine\""	"SNP-matched-reference"	NA	NA
"EFE-184"	"endometrium: carcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"EFE184"	"234"	"endometrium"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"EN"	"endometrium: carcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"EN"	"243"	"endometrium"	"carcinoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"ESS-1"	"endometrium: carcinosarcoma-malignant_mesodermal_mixed_tumour"	"Uterus"	"Uterine Sarcoma / Mesenchymal (USARC)"	"Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS)"	NA	"ESS1"	"248"	"endometrium"	"carcinoma"	"carcinosarcoma; malignant_mesodermal_mixed_tumor"	"adherent"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"HEC-108"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC108"	"350"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-not-tested"	NA	NA
"HEC-151"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC151"	"351"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-matched-reference"	NA	NA
"HEC-1-A"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC1A"	"352"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HEC-1-B"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC1B"	"353"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HEC-251"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC251"	"354"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-matched-reference"	NA	NA
"HEC-265"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC265"	"355"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-not-tested"	NA	NA
"HEC-50B"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC50B"	"356"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-matched-reference"	NA	NA
"HEC-59"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC59"	"357"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-unconfirmed"	NA	NA
"HEC-6"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"HEC6"	"358"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM002"	"\"EMEM, 15% FBS\""	"SNP-matched-reference"	NA	NA
"Ishikawa (Heraklio) 02 ER-"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"ISHIKAWAHERAKLIO02ER"	"479"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"MEM002"	"\"MEM, 15% heat-inactivated FBS, 10 mM L-glutamine, 0.1 mM NEAA\""	"SNP-not-tested"	NA	NA
"JHUEM-1"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"JHUEM1"	"497"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"JHUEM-2"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"JHUEM2"	"498"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEMF12004"	"\"DMEM:F12 (1:1), 10% FBS, 0.1 mM NEAA\""	"SNP-matched-reference"	NA	NA
"JHUEM-3"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"JHUEM3"	"499"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEMF12004"	"\"DMEM:F12 (1:1), 10% FBS, 0.1 mM NEAA\""	"SNP-matched-reference"	NA	NA
"KLE"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"KLE"	"534"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEMF12003"	"\"DMEM:F12 (1:1), 10% FBS\""	"SNP-not-tested"	NA	NA
"MFE-296"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"MFE296"	"671"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMIMEM002"	"\"RPMI:MEM (1:1), 10% FBS, 0.005 mg/mL insulin, 0.01 mg/mL transferrin, 30 nM sodium selenite,\""	"SNP-matched-reference"	NA	NA
"MFE-319"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"MFE319"	"672"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMIMEM001"	"\"RPMI:MEM (1:1), 10% FBS\""	"SNP-matched-reference"	NA	NA
"RL95-2"	"endometrium: mixed_adenosquamous_carcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"RL952"	"981"	"endometrium"	"carcinoma"	"mixed_adenosquamous_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNG-M"	"endometrium: adenocarcinoma"	"Uterus"	"Endometrial Carcinoma (UCEC)"	NA	NA	"SNGM"	"1074"	"endometrium"	"carcinoma"	"adenocarcinoma"	"adherent"	"HAMSF12002"	"\"HamsF12, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-1077"	"endometrium: carcinosarcoma-malignant_mesodermal_mixed_tumour"	"Uterus"	"Endometrial carcinoma"	"Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS)"	NA	"SNU1077"	"1081"	"endometrium"	"carcinoma"	"carcinosarcoma; malignant_mesodermal_mixed_tumor"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-685"	"endometrium: carcinosarcoma-malignant_mesodermal_mixed_tumour"	"Uterus"	"Endometrial carcinoma"	"Uterine Carcinosarcoma / Uterine Malignant Mixed Mullerian Tumor (UCS)"	NA	"SNU685"	"1119"	"endometrium"	"carcinoma"	"carcinosarcoma; malignant_mesodermal_mixed_tumor"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"697"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"697"	"1"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_B_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"A3/KAW"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"A3KAW"	"31"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"A4/Fuk"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"A4FUK"	"34"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"ALL-SIL"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"ALLSIL"	"46"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_T_cell_leukaemia"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"AML-193"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	"AML193"	"48"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"acute_myeloid_leukaemia"	"suspension"	"IMDM004"	"\"IMDM, 5% FBS, 0.005mg/ml insulin, 0.005mg/ml transferrin, 5ng/ml GM-CSF\""	"SNP-matched-reference"	NA	NA
"AMO-1"	"haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma"	"Blood"	"Multiple Myeloma (MM)"	NA	NA	"AMO1"	"49"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"plasma_cell_myeloma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"BCP-1"	"haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	NA	"BCP1"	"56"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"B_cell_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"BDCM"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"BDCM"	"58"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_B_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"BL-41"	"haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Burkitt Lymphoma (BL)"	"BL41"	"74"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"BL-70"	"haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Burkitt Lymphoma (BL)"	"BL70"	"75"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"suspension"	"RPMI012"	"\"RPMI, 10% FBS, 50 uM beta-mercaptoethanol\""	"SNP-matched-reference"	NA	NA
"BV-173"	"haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Chronic Myelogenous Leukemia (CML)"	NA	"BV173"	"100"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"blast_phase; chronic_myeloid_leukaemia"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"CA46"	"haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Burkitt Lymphoma (BL)"	"CA46"	"106"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"CI-1"	"haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	NA	"CI1"	"145"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"B_cell_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"CMK"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	"CMK"	"151"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"acute_myeloid_leukaemia"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"CML-T1"	"haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Chronic Myelogenous Leukemia (CML)"	NA	"CMLT1"	"154"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"blast_phase; chronic_myeloid_leukaemia"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Daudi"	"haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Burkitt Lymphoma (BL)"	"DAUDI"	"203"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"DB"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"DB"	"204"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"DEL"	"haematopoietic_and_lymphoid_tissue: lymphoid_neoplasm"	"Lymph"	NA	NA	NA	"DEL"	"206"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	NA	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
